x-axis,1
second,Volt
-100.000000E+00,+40.078392E+00
-99.996800E+00,+39.676382E+00
-99.993600E+00,+40.078392E+00
-99.990400E+00,+39.676382E+00
-99.987200E+00,+40.078392E+00
-99.984000E+00,+39.676382E+00
-99.980800E+00,+40.078392E+00
-99.977600E+00,+40.078392E+00
-99.974400E+00,+39.676382E+00
-99.971200E+00,+39.676382E+00
-99.968000E+00,+40.078392E+00
-99.964800E+00,+39.676382E+00
-99.961600E+00,+40.078392E+00
-99.958400E+00,+40.078392E+00
-99.955200E+00,+40.078392E+00
-99.952000E+00,+40.078392E+00
-99.948800E+00,+39.676382E+00
-99.945600E+00,+39.676382E+00
-99.942400E+00,+40.078392E+00
-99.939200E+00,+40.078392E+00
-99.936000E+00,+40.078392E+00
-99.932800E+00,+40.078392E+00
-99.929600E+00,+40.078392E+00
-99.926400E+00,+40.078392E+00
-99.923200E+00,+40.078392E+00
-99.920000E+00,+39.676382E+00
-99.916800E+00,+39.676382E+00
-99.913600E+00,+40.078392E+00
-99.910400E+00,+40.078392E+00
-99.907200E+00,+40.078392E+00
-99.904000E+00,+40.078392E+00
-99.900800E+00,+39.676382E+00
-99.897600E+00,+40.078392E+00
-99.894400E+00,+40.078392E+00
-99.891200E+00,+40.078392E+00
-99.888000E+00,+40.078392E+00
-99.884800E+00,+40.078392E+00
-99.881600E+00,+40.078392E+00
-99.878400E+00,+40.078392E+00
-99.875200E+00,+40.078392E+00
-99.872000E+00,+39.676382E+00
-99.868800E+00,+39.676382E+00
-99.865600E+00,+39.676382E+00
-99.862400E+00,+40.078392E+00
-99.859200E+00,+39.676382E+00
-99.856000E+00,+40.078392E+00
-99.852800E+00,+39.676382E+00
-99.849600E+00,+39.676382E+00
-99.846400E+00,+40.078392E+00
-99.843200E+00,+40.078392E+00
-99.840000E+00,+39.676382E+00
-99.836800E+00,+5.505527E+00
-99.833600E+00,+40.078392E+00
-99.830400E+00,+40.078392E+00
-99.827200E+00,+39.676382E+00
-99.824000E+00,+40.078392E+00
-99.820800E+00,+40.078392E+00
-99.817600E+00,+40.078392E+00
-99.814400E+00,+40.078392E+00
-99.811200E+00,+40.078392E+00
-99.808000E+00,+40.078392E+00
-99.804800E+00,+39.676382E+00
-99.801600E+00,+40.078392E+00
-99.798400E+00,+40.078392E+00
-99.795200E+00,+40.078392E+00
-99.792000E+00,+39.676382E+00
-99.788800E+00,+39.676382E+00
-99.785600E+00,+39.676382E+00
-99.782400E+00,+40.078392E+00
-99.779200E+00,+40.078392E+00
-99.776000E+00,+40.078392E+00
-99.772800E+00,+39.676382E+00
-99.769600E+00,+39.676382E+00
-99.766400E+00,+40.078392E+00
-99.763200E+00,+40.078392E+00
-99.760000E+00,+39.676382E+00
-99.756800E+00,+39.676382E+00
-99.753600E+00,+40.078392E+00
-99.750400E+00,+40.078392E+00
-99.747200E+00,+40.078392E+00
-99.744000E+00,+40.078392E+00
-99.740800E+00,+40.078392E+00
-99.737600E+00,+39.676382E+00
-99.734400E+00,+39.676382E+00
-99.731200E+00,+39.676382E+00
-99.728000E+00,+39.676382E+00
-99.724800E+00,+40.078392E+00
-99.721600E+00,+39.676382E+00
-99.718400E+00,+40.078392E+00
-99.715200E+00,+40.078392E+00
-99.712000E+00,+39.676382E+00
-99.708800E+00,+40.078392E+00
-99.705600E+00,+39.676382E+00
-99.702400E+00,+40.078392E+00
-99.699200E+00,+40.078392E+00
-99.696000E+00,+40.078392E+00
-99.692800E+00,+40.078392E+00
-99.689600E+00,+40.078392E+00
-99.686400E+00,+39.676382E+00
-99.683200E+00,+40.078392E+00
-99.680000E+00,+39.676382E+00
-99.676800E+00,+40.078392E+00
-99.673600E+00,+40.078392E+00
-99.670400E+00,+39.676382E+00
-99.667200E+00,+40.078392E+00
-99.664000E+00,+39.676382E+00
-99.660800E+00,+39.676382E+00
-99.657600E+00,+40.078392E+00
-99.654400E+00,+39.676382E+00
-99.651200E+00,+40.078392E+00
-99.648000E+00,+40.078392E+00
-99.644800E+00,+40.078392E+00
-99.641600E+00,+40.078392E+00
-99.638400E+00,+39.676382E+00
-99.635200E+00,+39.676382E+00
-99.632000E+00,+40.078392E+00
-99.628800E+00,+39.676382E+00
-99.625600E+00,+39.676382E+00
-99.622400E+00,+40.078392E+00
-99.619200E+00,+40.078392E+00
-99.616000E+00,+39.676382E+00
-99.612800E+00,+40.078392E+00
-99.609600E+00,+40.078392E+00
-99.606400E+00,+40.078392E+00
-99.603200E+00,+40.078392E+00
-99.600000E+00,+40.078392E+00
-99.596800E+00,+40.078392E+00
-99.593600E+00,+40.078392E+00
-99.590400E+00,+39.676382E+00
-99.587200E+00,+40.078392E+00
-99.584000E+00,+39.676382E+00
-99.580800E+00,+39.676382E+00
-99.577600E+00,+39.676382E+00
-99.574400E+00,+39.676382E+00
-99.571200E+00,+39.676382E+00
-99.568000E+00,+40.078392E+00
-99.564800E+00,+40.078392E+00
-99.561600E+00,+39.676382E+00
-99.558400E+00,+40.078392E+00
-99.555200E+00,+40.078392E+00
-99.552000E+00,+39.676382E+00
-99.548800E+00,+39.676382E+00
-99.545600E+00,+40.078392E+00
-99.542400E+00,+40.078392E+00
-99.539200E+00,+40.078392E+00
-99.536000E+00,+40.078392E+00
-99.532800E+00,+39.676382E+00
-99.529600E+00,+40.078392E+00
-99.526400E+00,+40.078392E+00
-99.523200E+00,+40.078392E+00
-99.520000E+00,+39.676382E+00
-99.516800E+00,+39.676382E+00
-99.513600E+00,+40.078392E+00
-99.510400E+00,+40.078392E+00
-99.507200E+00,+40.078392E+00
-99.504000E+00,+39.676382E+00
-99.500800E+00,+40.078392E+00
-99.497600E+00,+40.078392E+00
-99.494400E+00,+39.676382E+00
-99.491200E+00,+40.078392E+00
-99.488000E+00,+40.078392E+00
-99.484800E+00,+39.676382E+00
-99.481600E+00,+40.078392E+00
-99.478400E+00,+40.078392E+00
-99.475200E+00,+40.078392E+00
-99.472000E+00,+40.078392E+00
-99.468800E+00,+40.078392E+00
-99.465600E+00,+40.078392E+00
-99.462400E+00,+40.078392E+00
-99.459200E+00,+40.078392E+00
-99.456000E+00,+40.078392E+00
-99.452800E+00,+40.078392E+00
-99.449600E+00,+39.676382E+00
-99.446400E+00,+40.078392E+00
-99.443200E+00,+40.078392E+00
-99.440000E+00,+40.078392E+00
-99.436800E+00,+40.078392E+00
-99.433600E+00,+39.676382E+00
-99.430400E+00,+39.676382E+00
-99.427200E+00,+40.078392E+00
